main: inicio
Task 306 exit: execution time 62754 ms, processor time 120 ms, 7 activations
task 307: fim

Task 307 exit: execution time 62763 ms, processor time 120 ms, 7 activations
task 308: fim

Task 308 exit: execution time 62772 ms, processor time 120 ms, 7 activations
task 309: fim

Task 309 exit: execution time 62781 ms, processor time 120 ms, 7 activations
task 310: fim

Task 310 exit: execution time 62790 ms, processor time 120 ms, 7 activations
task 311: fim

Task 311 exit: execution time 62799 ms, processor time 120 ms, 7 activations
task 312: fim

Task 312 exit: execution time 62807 ms, processor time 120 ms, 7 activations
task 313: fim

Task 313 exit: execution time 62817 ms, processor time 120 ms, 7 activations
task 314: fim

Task 314 exit: execution time 62826 ms, processor time 120 ms, 7 activations
task 315: fim

Task 315 exit: execution time 62835 ms, processor time 120 ms, 7 activations
task 316: fim

Task 316 exit: execution time 62844 ms, processor time 120 ms, 7 activations
task 317: fim

Task 317 exit: execution time 62853 ms, processor time 120 ms, 7 activations
task 318: fim

Task 318 exit: execution time 62862 ms, processor time 120 ms, 7 activations
task 319: fim

Task 319 exit: execution time 62871 ms, processor time 120 ms, 7 activations
task 320: fim

Task 320 exit: execution time 62880 ms, processor time 120 ms, 7 activations
task 321: fim

Task 321 exit: execution time 62889 ms, processor time 120 ms, 7 activations
task 322: fim

Task 322 exit: execution time 62898 ms, processor time 120 ms, 7 activations
task 323: fim

Task 323 exit: execution time 62907 ms, processor time 120 ms, 7 activations
task 324: fim

Task 324 exit: execution time 62916 ms, processor time 120 ms, 7 activations
task 325: fim

Task 325 exit: execution time 62925 ms, processor time 120 ms, 7 activations
task 326: fim

Task 326 exit: execution time 62934 ms, processor time 120 ms, 7 activations
task 327: fim

Task 327 exit: execution time 62943 ms, processor time 120 ms, 7 activations
task 328: fim

Task 328 exit: execution time 62952 ms, processor time 120 ms, 7 activations
task 329: fim

Task 329 exit: execution time 62961 ms, processor time 120 ms, 7 activations
task 330: fim

Task 330 exit: execution time 62970 ms, processor time 120 ms, 7 activations
task 331: fim

Task 331 exit: execution time 62979 ms, processor time 120 ms, 7 activations
task 332: fim

Task 332 exit: execution time 62988 ms, processor time 120 ms, 7 activations
task 333: fim

Task 333 exit: execution time 62997 ms, processor time 120 ms, 7 activations
task 334: fim

Task 334 exit: execution time 63006 ms, processor time 120 ms, 7 activations
task 335: fim

Task 335 exit: execution time 63015 ms, processor time 120 ms, 7 activations
task 336: fim

Task 336 exit: execution time 63024 ms, processor time 120 ms, 7 activations
task 337: fim

Task 337 exit: execution time 63033 ms, processor time 120 ms, 7 activations
task 338: fim

Task 338 exit: execution time 63042 ms, processor time 120 ms, 7 activations
task 339: fim

Task 339 exit: execution time 63051 ms, processor time 120 ms, 7 activations
task 340: fim

Task 340 exit: execution time 63060 ms, processor time 120 ms, 7 activations
task 341: fim

Task 341 exit: execution time 63069 ms, processor time 120 ms, 7 activations
task 342: fim

Task 342 exit: execution time 63078 ms, processor time 120 ms, 7 activations
task 343: fim

Task 343 exit: execution time 63087 ms, processor time 120 ms, 7 activations
task 344: fim

Task 344 exit: execution time 63096 ms, processor time 120 ms, 7 activations
task 345: fim

Task 345 exit: execution time 63106 ms, processor time 120 ms, 7 activations
task 346: fim

Task 346 exit: execution time 63115 ms, processor time 120 ms, 7 activations
task 347: fim

Task 347 exit: execution time 63124 ms, processor time 120 ms, 7 activations
task 348: fim

Task 348 exit: execution time 63133 ms, processor time 120 ms, 7 activations
task 349: fim

Task 349 exit: execution time 63142 ms, processor time 120 ms, 7 activations
task 350: fim

Task 350 exit: execution time 63151 ms, processor time 120 ms, 7 activations
task 351: fim

Task 351 exit: execution time 63160 ms, processor time 120 ms, 7 activations
task 352: fim

Task 352 exit: execution time 63169 ms, processor time 120 ms, 7 activations
task 353: fim

Task 353 exit: execution time 63178 ms, processor time 120 ms, 7 activations
task 354: fim

Task 354 exit: execution time 63187 ms, processor time 120 ms, 7 activations
task 355: fim

Task 355 exit: execution time 63196 ms, processor time 120 ms, 7 activations
task 356: fim

Task 356 exit: execution time 63205 ms, processor time 120 ms, 7 activations
task 357: fim

Task 357 exit: execution time 63214 ms, processor time 120 ms, 7 activations
task 358: fim

Task 358 exit: execution time 63223 ms, processor time 120 ms, 7 activations
task 359: fim

Task 359 exit: execution time 63232 ms, processor time 120 ms, 7 activations
task 360: fim

Task 360 exit: execution time 63241 ms, processor time 120 ms, 7 activations
task 361: fim

Task 361 exit: execution time 63250 ms, processor time 120 ms, 7 activations
task 362: fim

Task 362 exit: execution time 63259 ms, processor time 120 ms, 7 activations
task 363: fim

Task 363 exit: execution time 63268 ms, processor time 120 ms, 7 activations
task 364: fim

Task 364 exit: execution time 63277 ms, processor time 120 ms, 7 activations
task 365: fim

Task 365 exit: execution time 63286 ms, processor time 120 ms, 7 activations
task 366: fim

Task 366 exit: execution time 63295 ms, processor time 120 ms, 7 activations
task 367: fim

Task 367 exit: execution time 63304 ms, processor time 120 ms, 7 activations
task 368: fim

Task 368 exit: execution time 63313 ms, processor time 120 ms, 7 activations
task 369: fim

Task 369 exit: execution time 63322 ms, processor time 120 ms, 7 activations
task 370: fim

Task 370 exit: execution time 63331 ms, processor time 120 ms, 7 activations
task 371: fim

Task 371 exit: execution time 63340 ms, processor time 120 ms, 7 activations
task 372: fim

Task 372 exit: execution time 63349 ms, processor time 120 ms, 7 activations
task 373: fim

Task 373 exit: execution time 63358 ms, processor time 120 ms, 7 activations
task 374: fim

Task 374 exit: execution time 63368 ms, processor time 120 ms, 7 activations
task 375: fim

Task 375 exit: execution time 63380 ms, processor time 120 ms, 7 activations
task 376: fim

Task 376 exit: execution time 63389 ms, processor time 120 ms, 7 activations
task 377: fim

Task 377 exit: execution time 63398 ms, processor time 120 ms, 7 activations
task 378: fim

Task 378 exit: execution time 63407 ms, processor time 120 ms, 7 activations
task 379: fim

Task 379 exit: execution time 63416 ms, processor time 120 ms, 7 activations
task 380: fim

Task 380 exit: execution time 63425 ms, processor time 120 ms, 7 activations
task 381: fim

Task 381 exit: execution time 63434 ms, processor time 120 ms, 7 activations
task 382: fim

Task 382 exit: execution time 63443 ms, processor time 120 ms, 7 activations
task 383: fim

Task 383 exit: execution time 63452 ms, processor time 120 ms, 7 activations
task 384: fim

Task 384 exit: execution time 63461 ms, processor time 120 ms, 7 activations
task 385: fim

Task 385 exit: execution time 63470 ms, processor time 120 ms, 7 activations
task 386: fim

Task 386 exit: execution time 63479 ms, processor time 120 ms, 7 activations
task 387: fim

Task 387 exit: execution time 63488 ms, processor time 120 ms, 7 activations
task 388: fim

Task 388 exit: execution time 63497 ms, processor time 120 ms, 7 activations
task 389: fim

Task 389 exit: execution time 63506 ms, processor time 120 ms, 7 activations
task 390: fim

Task 390 exit: execution time 63515 ms, processor time 120 ms, 7 activations
task 391: fim

Task 391 exit: execution time 63524 ms, processor time 120 ms, 7 activations
task 392: fim

Task 392 exit: execution time 63533 ms, processor time 120 ms, 7 activations
task 393: fim

Task 393 exit: execution time 63541 ms, processor time 120 ms, 7 activations
task 394: fim

Task 394 exit: execution time 63550 ms, processor time 120 ms, 7 activations
task 395: fim

Task 395 exit: execution time 63560 ms, processor time 120 ms, 7 activations
task 396: fim

Task 396 exit: execution time 63569 ms, processor time 120 ms, 7 activations
task 397: fim

Task 397 exit: execution time 63578 ms, processor time 120 ms, 7 activations
task 398: fim

Task 398 exit: execution time 63587 ms, processor time 120 ms, 7 activations
task 399: fim

Task 399 exit: execution time 63596 ms, processor time 120 ms, 7 activations
task 400: fim

Task 400 exit: execution time 63605 ms, processor time 120 ms, 7 activations
task 401: fim

Task 401 exit: execution time 63614 ms, processor time 120 ms, 7 activations
task 402: fim

Task 402 exit: execution time 63623 ms, processor time 120 ms, 7 activations
task 403: fim

Task 403 exit: execution time 63632 ms, processor time 120 ms, 7 activations
task 404: fim

Task 404 exit: execution time 63641 ms, processor time 120 ms, 7 activations
task 405: fim

Task 405 exit: execution time 63650 ms, processor time 120 ms, 7 activations
task 406: fim

Task 406 exit: execution time 63659 ms, processor time 120 ms, 7 activations
task 407: fim

Task 407 exit: execution time 63668 ms, processor time 120 ms, 7 activations
task 408: fim

Task 408 exit: execution time 63677 ms, processor time 120 ms, 7 activations
task 409: fim

Task 409 exit: execution time 63686 ms, processor time 120 ms, 7 activations
task 410: fim

Task 410 exit: execution time 63695 ms, processor time 120 ms, 7 activations
task 411: fim

Task 411 exit: execution time 63704 ms, processor time 120 ms, 7 activations
task 412: fim

Task 412 exit: execution time 63713 ms, processor time 120 ms, 7 activations
task 413: fim

Task 413 exit: execution time 63722 ms, processor time 120 ms, 7 activations
task 414: fim

Task 414 exit: execution time 63731 ms, processor time 120 ms, 7 activations
task 415: fim

Task 415 exit: execution time 63739 ms, processor time 120 ms, 7 activations
task 416: fim

Task 416 exit: execution time 63748 ms, processor time 120 ms, 7 activations
task 417: fim

Task 417 exit: execution time 63758 ms, processor time 120 ms, 7 activations
task 418: fim

Task 418 exit: execution time 63766 ms, processor time 120 ms, 7 activations
task 419: fim

Task 419 exit: execution time 63775 ms, processor time 120 ms, 7 activations
task 420: fim

Task 420 exit: execution time 63784 ms, processor time 120 ms, 7 activations
task 421: fim

Task 421 exit: execution time 63793 ms, processor time 120 ms, 7 activations
task 422: fim

Task 422 exit: execution time 63802 ms, processor time 120 ms, 7 activations
task 423: fim

Task 423 exit: execution time 63811 ms, processor time 120 ms, 7 activations
task 424: fim

Task 424 exit: execution time 63820 ms, processor time 120 ms, 7 activations
task 425: fim

Task 425 exit: execution time 63829 ms, processor time 120 ms, 7 activations
task 426: fim

Task 426 exit: execution time 63838 ms, processor time 120 ms, 7 activations
task 427: fim

Task 427 exit: execution time 63847 ms, processor time 120 ms, 7 activations
task 428: fim

Task 428 exit: execution time 63856 ms, processor time 120 ms, 7 activations
task 429: fim

Task 429 exit: execution time 63865 ms, processor time 120 ms, 7 activations
task 430: fim

Task 430 exit: execution time 63874 ms, processor time 120 ms, 7 activations
task 431: fim

Task 431 exit: execution time 63883 ms, processor time 120 ms, 7 activations
task 432: fim

Task 432 exit: execution time 63892 ms, processor time 120 ms, 7 activations
task 433: fim

Task 433 exit: execution time 63901 ms, processor time 120 ms, 7 activations
task 434: fim

Task 434 exit: execution time 63910 ms, processor time 120 ms, 7 activations
task 435: fim

Task 435 exit: execution time 63919 ms, processor time 120 ms, 7 activations
task 436: fim

Task 436 exit: execution time 63928 ms, processor time 120 ms, 7 activations
task 437: fim

Task 437 exit: execution time 63937 ms, processor time 120 ms, 7 activations
task 438: fim

Task 438 exit: execution time 63946 ms, processor time 120 ms, 7 activations
task 439: fim

Task 439 exit: execution time 63955 ms, processor time 120 ms, 7 activations
task 440: fim

Task 440 exit: execution time 63964 ms, processor time 120 ms, 7 activations
task 441: fim

Task 441 exit: execution time 63972 ms, processor time 120 ms, 7 activations
task 442: fim

Task 442 exit: execution time 63981 ms, processor time 120 ms, 7 activations
task 443: fim

Task 443 exit: execution time 63990 ms, processor time 120 ms, 7 activations
task 444: fim

Task 444 exit: execution time 63999 ms, processor time 120 ms, 7 activations
task 445: fim

Task 445 exit: execution time 64009 ms, processor time 120 ms, 7 activations
task 446: fim

Task 446 exit: execution time 64018 ms, processor time 120 ms, 7 activations
task 447: fim

Task 447 exit: execution time 64027 ms, processor time 120 ms, 7 activations
task 448: fim

Task 448 exit: execution time 64036 ms, processor time 120 ms, 7 activations
task 449: fim

Task 449 exit: execution time 64045 ms, processor time 120 ms, 7 activations
task 450: fim

Task 450 exit: execution time 64054 ms, processor time 120 ms, 7 activations
task 451: fim

Task 451 exit: execution time 64063 ms, processor time 120 ms, 7 activations
task 452: fim

Task 452 exit: execution time 64072 ms, processor time 120 ms, 7 activations
task 453: fim

Task 453 exit: execution time 64081 ms, processor time 120 ms, 7 activations
task 454: fim

Task 454 exit: execution time 64090 ms, processor time 120 ms, 7 activations
task 455: fim

Task 455 exit: execution time 64099 ms, processor time 120 ms, 7 activations
task 456: fim

Task 456 exit: execution time 64109 ms, processor time 120 ms, 7 activations
task 457: fim

Task 457 exit: execution time 64118 ms, processor time 120 ms, 7 activations
task 458: fim

Task 458 exit: execution time 64127 ms, processor time 120 ms, 7 activations
task 459: fim

Task 459 exit: execution time 64135 ms, processor time 120 ms, 7 activations
task 460: fim

Task 460 exit: execution time 64145 ms, processor time 120 ms, 7 activations
task 461: fim

Task 461 exit: execution time 64154 ms, processor time 120 ms, 7 activations
task 462: fim

Task 462 exit: execution time 64163 ms, processor time 120 ms, 7 activations
task 463: fim

Task 463 exit: execution time 64172 ms, processor time 120 ms, 7 activations
task 464: fim

Task 464 exit: execution time 64181 ms, processor time 120 ms, 7 activations
task 465: fim

Task 465 exit: execution time 64190 ms, processor time 120 ms, 7 activations
task 466: fim

Task 466 exit: execution time 64199 ms, processor time 120 ms, 7 activations
task 467: fim

Task 467 exit: execution time 64208 ms, processor time 120 ms, 7 activations
task 468: fim

Task 468 exit: execution time 64217 ms, processor time 120 ms, 7 activations
task 469: fim

Task 469 exit: execution time 64226 ms, processor time 120 ms, 7 activations
task 470: fim

Task 470 exit: execution time 64235 ms, processor time 120 ms, 7 activations
task 471: fim

Task 471 exit: execution time 64244 ms, processor time 120 ms, 7 activations
task 472: fim

Task 472 exit: execution time 64253 ms, processor time 120 ms, 7 activations
task 473: fim

Task 473 exit: execution time 64262 ms, processor time 120 ms, 7 activations
task 474: fim

Task 474 exit: execution time 64271 ms, processor time 120 ms, 7 activations
task 475: fim

Task 475 exit: execution time 64281 ms, processor time 120 ms, 7 activations
task 476: fim

Task 476 exit: execution time 64289 ms, processor time 120 ms, 7 activations
task 477: fim

Task 477 exit: execution time 64298 ms, processor time 120 ms, 7 activations
task 478: fim

Task 478 exit: execution time 64307 ms, processor time 120 ms, 7 activations
task 479: fim

Task 479 exit: execution time 64316 ms, processor time 120 ms, 7 activations
task 480: fim

Task 480 exit: execution time 64325 ms, processor time 120 ms, 7 activations
task 481: fim

Task 481 exit: execution time 64334 ms, processor time 120 ms, 7 activations
task 482: fim

Task 482 exit: execution time 64343 ms, processor time 120 ms, 7 activations
task 483: fim

Task 483 exit: execution time 64352 ms, processor time 120 ms, 7 activations
task 484: fim

Task 484 exit: execution time 64362 ms, processor time 120 ms, 7 activations
task 485: fim

Task 485 exit: execution time 64370 ms, processor time 120 ms, 7 activations
task 486: fim

Task 486 exit: execution time 64379 ms, processor time 120 ms, 7 activations
task 487: fim

Task 487 exit: execution time 64388 ms, processor time 120 ms, 7 activations
task 488: fim

Task 488 exit: execution time 64397 ms, processor time 120 ms, 7 activations
task 489: fim

Task 489 exit: execution time 64406 ms, processor time 120 ms, 7 activations
task 490: fim

Task 490 exit: execution time 64414 ms, processor time 120 ms, 7 activations
task 491: fim

Task 491 exit: execution time 64423 ms, processor time 120 ms, 7 activations
task 492: fim

Task 492 exit: execution time 64432 ms, processor time 120 ms, 7 activations
task 493: fim

Task 493 exit: execution time 64441 ms, processor time 120 ms, 7 activations
task 494: fim

Task 494 exit: execution time 64450 ms, processor time 120 ms, 7 activations
task 495: fim

Task 495 exit: execution time 64459 ms, processor time 120 ms, 7 activations
task 496: fim

Task 496 exit: execution time 64468 ms, processor time 120 ms, 7 activations
task 497: fim

Task 497 exit: execution time 64477 ms, processor time 120 ms, 7 activations
task 498: fim

Task 498 exit: execution time 64486 ms, processor time 120 ms, 7 activations
task 499: fim

Task 499 exit: execution time 64495 ms, processor time 120 ms, 7 activations
task 500: fim

Task 500 exit: execution time 64504 ms, processor time 120 ms, 7 activations
task 501: fim

Task 501 exit: execution time 64513 ms, processor time 120 ms, 7 activations

Task 1 exit: execution time 64518 ms, processor time 1 ms, 3501 activations
main: fim
